<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
SBRF-3.10;0;20100304;111420;8202.00000;14
SBRF-3.10;0;20100304;111420;8203.00000;6
SBRF-3.10;0;20100304;111420;8202.00000;14
SBRF-3.10;0;20100304;111421;8202.00000;1
SBRF-3.10;0;20100304;111421;8202.00000;18
SBRF-3.10;0;20100304;111421;8202.00000;16
SBRF-3.10;0;20100304;111421;8202.00000;4
SBRF-3.10;0;20100304;111421;8202.00000;3
SBRF-3.10;0;20100304;111421;8201.00000;2
SBRF-3.10;0;20100304;111422;8202.00000;2
SBRF-3.10;0;20100304;111422;8202.00000;2
SBRF-3.10;0;20100304;111423;8201.00000;2
SBRF-3.10;0;20100304;111424;8201.00000;1
SBRF-3.10;0;20100304;111424;8202.00000;1
SBRF-3.10;0;20100304;111427;8200.00000;1
SBRF-3.10;0;20100304;111427;8200.00000;99
SBRF-3.10;0;20100304;111427;8201.00000;2
SBRF-3.10;0;20100304;111428;8201.00000;2
SBRF-3.10;0;20100304;111429;8201.00000;1
SBRF-3.10;0;20100304;111429;8202.00000;29
SBRF-3.10;0;20100304;111429;8202.00000;1
SBRF-3.10;0;20100304;111429;8202.00000;2
SBRF-3.10;0;20100304;111429;8202.00000;47
SBRF-3.10;0;20100304;111429;8202.00000;30
SBRF-3.10;0;20100304;111429;8201.00000;2
SBRF-3.10;0;20100304;111430;8203.00000;6
SBRF-3.10;0;20100304;111430;8203.00000;2
SBRF-3.10;0;20100304;111430;8203.00000;1
SBRF-3.10;0;20100304;111431;8204.00000;1
SBRF-3.10;0;20100304;111431;8204.00000;4
SBRF-3.10;0;20100304;111431;8204.00000;1
SBRF-3.10;0;20100304;111432;8205.00000;1
SBRF-3.10;0;20100304;111432;8205.00000;1
SBRF-3.10;0;20100304;111434;8205.00000;1
SBRF-3.10;0;20100304;111435;8205.00000;1
SBRF-3.10;0;20100304;111435;8205.00000;1
SBRF-3.10;0;20100304;111435;8205.00000;12
SBRF-3.10;0;20100304;111437;8205.00000;2
SBRF-3.10;0;20100304;111437;8205.00000;6
SBRF-3.10;0;20100304;111440;8206.00000;1
SBRF-3.10;0;20100304;111440;8206.00000;1
SBRF-3.10;0;20100304;111441;8205.00000;2
SBRF-3.10;0;20100304;111442;8207.00000;6
SBRF-3.10;0;20100304;111444;8207.00000;1
SBRF-3.10;0;20100304;111445;8207.00000;3
SBRF-3.10;0;20100304;111445;8207.00000;8
SBRF-3.10;0;20100304;111445;8207.00000;2
SBRF-3.10;0;20100304;111447;8206.00000;1
SBRF-3.10;0;20100304;111447;8206.00000;2
SBRF-3.10;0;20100304;111447;8206.00000;1
SBRF-3.10;0;20100304;111447;8206.00000;6
SBRF-3.10;0;20100304;111450;8208.00000;2
SBRF-3.10;0;20100304;111450;8208.00000;10
SBRF-3.10;0;20100304;111450;8208.00000;3
SBRF-3.10;0;20100304;111451;8205.00000;6
SBRF-3.10;0;20100304;111451;8208.00000;1
SBRF-3.10;0;20100304;111452;8208.00000;1
SBRF-3.10;0;20100304;111452;8208.00000;1
SBRF-3.10;0;20100304;111454;8207.00000;4
SBRF-3.10;0;20100304;111454;8207.00000;2
SBRF-3.10;0;20100304;111454;8207.00000;4
SBRF-3.10;0;20100304;111454;8207.00000;2
SBRF-3.10;0;20100304;111454;8207.00000;8
SBRF-3.10;0;20100304;111455;8207.00000;2
SBRF-3.10;0;20100304;111455;8207.00000;2
SBRF-3.10;0;20100304;111455;8208.00000;4
SBRF-3.10;0;20100304;111458;8207.00000;26
SBRF-3.10;0;20100304;111459;8205.00000;50
SBRF-3.10;0;20100304;111459;8205.00000;6
SBRF-3.10;0;20100304;111501;8204.00000;1
SBRF-3.10;0;20100304;111501;8204.00000;5
SBRF-3.10;0;20100304;111501;8204.00000;1
SBRF-3.10;0;20100304;111504;8203.00000;2
SBRF-3.10;0;20100304;111504;8204.00000;3
SBRF-3.10;0;20100304;111504;8205.00000;37
SBRF-3.10;0;20100304;111508;8205.00000;7
SBRF-3.10;0;20100304;111508;8203.00000;1
SBRF-3.10;0;20100304;111508;8203.00000;1
SBRF-3.10;0;20100304;111515;8205.00000;1
SBRF-3.10;0;20100304;111516;8206.00000;1
SBRF-3.10;0;20100304;111516;8207.00000;57
SBRF-3.10;0;20100304;111517;8208.00000;1
SBRF-3.10;0;20100304;111518;8207.00000;10
SBRF-3.10;0;20100304;111518;8207.00000;1
SBRF-3.10;0;20100304;111519;8209.00000;2
SBRF-3.10;0;20100304;111521;8209.00000;12
SBRF-3.10;0;20100304;111521;8210.00000;13
SBRF-3.10;0;20100304;111525;8210.00000;1
SBRF-3.10;0;20100304;111525;8210.00000;1
SBRF-3.10;0;20100304;111525;8210.00000;3
SBRF-3.10;0;20100304;111526;8210.00000;2
SBRF-3.10;0;20100304;111526;8210.00000;3
SBRF-3.10;0;20100304;111526;8210.00000;5
SBRF-3.10;0;20100304;111526;8210.00000;92
SBRF-3.10;0;20100304;111526;8210.00000;1
SBRF-3.10;0;20100304;111526;8210.00000;7
SBRF-3.10;0;20100304;111526;8210.00000;38
SBRF-3.10;0;20100304;111529;8212.00000;1
SBRF-3.10;0;20100304;111529;8213.00000;3
SBRF-3.10;0;20100304;111529;8213.00000;6
SBRF-3.10;0;20100304;111530;8213.00000;5
SBRF-3.10;0;20100304;111530;8214.00000;1
SBRF-3.10;0;20100304;111530;8214.00000;1
SBRF-3.10;0;20100304;111531;8214.00000;4
SBRF-3.10;0;20100304;111531;8214.00000;2
SBRF-3.10;0;20100304;111532;8214.00000;3
SBRF-3.10;0;20100304;111532;8214.00000;4
SBRF-3.10;0;20100304;111532;8214.00000;1
SBRF-3.10;0;20100304;111533;8215.00000;15
SBRF-3.10;0;20100304;111534;8214.00000;4
SBRF-3.10;0;20100304;111536;8215.00000;10
SBRF-3.10;0;20100304;111537;8214.00000;5
SBRF-3.10;0;20100304;111538;8215.00000;6
SBRF-3.10;0;20100304;111540;8214.00000;1
SBRF-3.10;0;20100304;111541;8215.00000;69
SBRF-3.10;0;20100304;111541;8215.00000;1
SBRF-3.10;0;20100304;111541;8215.00000;9
SBRF-3.10;0;20100304;111541;8215.00000;1
SBRF-3.10;0;20100304;111541;8215.00000;10
SBRF-3.10;0;20100304;111541;8215.00000;17
SBRF-3.10;0;20100304;111541;8215.00000;2
SBRF-3.10;0;20100304;111541;8216.00000;7
SBRF-3.10;0;20100304;111541;8216.00000;6
SBRF-3.10;0;20100304;111541;8216.00000;8
SBRF-3.10;0;20100304;111541;8216.00000;1
SBRF-3.10;0;20100304;111541;8216.00000;6
SBRF-3.10;0;20100304;111541;8216.00000;63
SBRF-3.10;0;20100304;111542;8216.00000;4
SBRF-3.10;0;20100304;111542;8216.00000;16
SBRF-3.10;0;20100304;111543;8216.00000;10
SBRF-3.10;0;20100304;111543;8213.00000;1
SBRF-3.10;0;20100304;111543;8213.00000;1
SBRF-3.10;0;20100304;111543;8215.00000;2
SBRF-3.10;0;20100304;111544;8215.00000;2
SBRF-3.10;0;20100304;111545;8216.00000;6
SBRF-3.10;0;20100304;111545;8215.00000;3
SBRF-3.10;0;20100304;111548;8213.00000;10
SBRF-3.10;0;20100304;111550;8214.00000;10
SBRF-3.10;0;20100304;111550;8214.00000;2
SBRF-3.10;0;20100304;111551;8213.00000;1
SBRF-3.10;0;20100304;111551;8213.00000;14
SBRF-3.10;0;20100304;111552;8212.00000;2
SBRF-3.10;0;20100304;111552;8212.00000;1
SBRF-3.10;0;20100304;111552;8212.00000;3
SBRF-3.10;0;20100304;111552;8212.00000;14
SBRF-3.10;0;20100304;111553;8212.00000;5
SBRF-3.10;0;20100304;111554;8213.00000;2
SBRF-3.10;0;20100304;111555;8212.00000;1
SBRF-3.10;0;20100304;111555;8213.00000;9
SBRF-3.10;0;20100304;111555;8213.00000;10
SBRF-3.10;0;20100304;111556;8211.00000;11
SBRF-3.10;0;20100304;111558;8214.00000;5
SBRF-3.10;0;20100304;111558;8214.00000;5
SBRF-3.10;0;20100304;111558;8214.00000;5
SBRF-3.10;0;20100304;111559;8213.00000;1
SBRF-3.10;0;20100304;111600;8215.00000;1
SBRF-3.10;0;20100304;111600;8217.00000;5
SBRF-3.10;0;20100304;111602;8216.00000;1
SBRF-3.10;0;20100304;111603;8218.00000;5
SBRF-3.10;0;20100304;111603;8219.00000;4
SBRF-3.10;0;20100304;111604;8219.00000;1
SBRF-3.10;0;20100304;111604;8218.00000;2
SBRF-3.10;0;20100304;111604;8219.00000;1
SBRF-3.10;0;20100304;111604;8219.00000;1
SBRF-3.10;0;20100304;111606;8219.00000;1
SBRF-3.10;0;20100304;111606;8220.00000;1
SBRF-3.10;0;20100304;111606;8220.00000;5
SBRF-3.10;0;20100304;111606;8220.00000;3
SBRF-3.10;0;20100304;111606;8220.00000;2
SBRF-3.10;0;20100304;111606;8220.00000;1
SBRF-3.10;0;20100304;111606;8221.00000;10
SBRF-3.10;0;20100304;111606;8222.00000;9
SBRF-3.10;0;20100304;111606;8217.00000;1
SBRF-3.10;0;20100304;111606;8217.00000;11
SBRF-3.10;0;20100304;111606;8221.00000;2
SBRF-3.10;0;20100304;111607;8220.00000;1
SBRF-3.10;0;20100304;111607;8217.00000;1
SBRF-3.10;0;20100304;111608;8217.00000;4
SBRF-3.10;0;20100304;111610;8218.00000;2
SBRF-3.10;0;20100304;111611;8218.00000;1
SBRF-3.10;0;20100304;111611;8217.00000;1
SBRF-3.10;0;20100304;111611;8217.00000;7
SBRF-3.10;0;20100304;111612;8218.00000;10
SBRF-3.10;0;20100304;111613;8218.00000;1
SBRF-3.10;0;20100304;111613;8218.00000;1
SBRF-3.10;0;20100304;111613;8219.00000;1
SBRF-3.10;0;20100304;111613;8220.00000;1
SBRF-3.10;0;20100304;111613;8220.00000;6
SBRF-3.10;0;20100304;111614;8220.00000;10
SBRF-3.10;0;20100304;111616;8218.00000;1
SBRF-3.10;0;20100304;111618;8216.00000;10
SBRF-3.10;0;20100304;111618;8219.00000;5
SBRF-3.10;0;20100304;111618;8220.00000;22
SBRF-3.10;0;20100304;111618;8220.00000;14
SBRF-3.10;0;20100304;111618;8220.00000;3
SBRF-3.10;0;20100304;111618;8220.00000;8
SBRF-3.10;0;20100304;111618;8220.00000;20
SBRF-3.10;0;20100304;111618;8220.00000;17
SBRF-3.10;0;20100304;111618;8220.00000;1
SBRF-3.10;0;20100304;111619;8218.00000;1
SBRF-3.10;0;20100304;111619;8220.00000;1
SBRF-3.10;0;20100304;111619;8218.00000;10
SBRF-3.10;0;20100304;111620;8218.00000;138
SBRF-3.10;0;20100304;111622;8220.00000;10
SBRF-3.10;0;20100304;111623;8219.00000;5
SBRF-3.10;0;20100304;111623;8218.00000;1
SBRF-3.10;0;20100304;111624;8219.00000;1
SBRF-3.10;0;20100304;111624;8221.00000;1
SBRF-3.10;0;20100304;111625;8218.00000;1
SBRF-3.10;0;20100304;111626;8221.00000;5
SBRF-3.10;0;20100304;111626;8221.00000;7
SBRF-3.10;0;20100304;111626;8221.00000;33
SBRF-3.10;0;20100304;111626;8221.00000;4
SBRF-3.10;0;20100304;111626;8221.00000;1
SBRF-3.10;0;20100304;111627;8218.00000;1
SBRF-3.10;0;20100304;111627;8217.00000;6
SBRF-3.10;0;20100304;111630;8221.00000;10
SBRF-3.10;0;20100304;111631;8220.00000;1
SBRF-3.10;0;20100304;111632;8220.00000;1
SBRF-3.10;0;20100304;111633;8220.00000;2
SBRF-3.10;0;20100304;111634;8220.00000;1
SBRF-3.10;0;20100304;111634;8220.00000;3
SBRF-3.10;0;20100304;111635;8220.00000;9
SBRF-3.10;0;20100304;111635;8220.00000;1
SBRF-3.10;0;20100304;111635;8220.00000;1
SBRF-3.10;0;20100304;111636;8220.00000;12
SBRF-3.10;0;20100304;111637;8221.00000;20
SBRF-3.10;0;20100304;111637;8221.00000;2
SBRF-3.10;0;20100304;111639;8220.00000;4
SBRF-3.10;0;20100304;111640;8221.00000;13
SBRF-3.10;0;20100304;111640;8221.00000;1
SBRF-3.10;0;20100304;111640;8222.00000;1
SBRF-3.10;0;20100304;111640;8222.00000;2
SBRF-3.10;0;20100304;111640;8222.00000;6
SBRF-3.10;0;20100304;111640;8222.00000;1
SBRF-3.10;0;20100304;111640;8223.00000;11
SBRF-3.10;0;20100304;111640;8223.00000;1
SBRF-3.10;0;20100304;111640;8223.00000;1
SBRF-3.10;0;20100304;111640;8223.00000;5
SBRF-3.10;0;20100304;111640;8223.00000;10
SBRF-3.10;0;20100304;111640;8223.00000;1
SBRF-3.10;0;20100304;111641;8222.00000;1
SBRF-3.10;0;20100304;111641;8222.00000;8
SBRF-3.10;0;20100304;111641;8222.00000;2
SBRF-3.10;0;20100304;111641;8223.00000;1
SBRF-3.10;0;20100304;111641;8224.00000;1
SBRF-3.10;0;20100304;111641;8224.00000;5
SBRF-3.10;0;20100304;111641;8224.00000;4
SBRF-3.10;0;20100304;111641;8224.00000;9
SBRF-3.10;0;20100304;111641;8224.00000;4
SBRF-3.10;0;20100304;111642;8222.00000;9
SBRF-3.10;0;20100304;111642;8221.00000;2
SBRF-3.10;0;20100304;111643;8224.00000;7
SBRF-3.10;0;20100304;111643;8222.00000;1
SBRF-3.10;0;20100304;111643;8224.00000;1
SBRF-3.10;0;20100304;111644;8224.00000;2
SBRF-3.10;0;20100304;111646;8224.00000;1
SBRF-3.10;0;20100304;111647;8224.00000;4
SBRF-3.10;0;20100304;111647;8224.00000;5
SBRF-3.10;0;20100304;111647;8225.00000;1
SBRF-3.10;0;20100304;111647;8223.00000;10
SBRF-3.10;0;20100304;111647;8225.00000;1
SBRF-3.10;0;20100304;111648;8225.00000;11
SBRF-3.10;0;20100304;111648;8224.00000;2
SBRF-3.10;0;20100304;111648;8224.00000;8
SBRF-3.10;0;20100304;111649;8225.00000;1
SBRF-3.10;0;20100304;111651;8225.00000;6
SBRF-3.10;0;20100304;111651;8225.00000;10
SBRF-3.10;0;20100304;111651;8225.00000;20
SBRF-3.10;0;20100304;111652;8225.00000;16
SBRF-3.10;0;20100304;111652;8225.00000;193
SBRF-3.10;0;20100304;111652;8225.00000;1
SBRF-3.10;0;20100304;111652;8225.00000;226
SBRF-3.10;0;20100304;111652;8225.00000;74
SBRF-3.10;0;20100304;111652;8225.00000;3
SBRF-3.10;0;20100304;111652;8225.00000;1
SBRF-3.10;0;20100304;111652;8225.00000;2
SBRF-3.10;0;20100304;111652;8225.00000;1
SBRF-3.10;0;20100304;111652;8225.00000;1
SBRF-3.10;0;20100304;111652;8225.00000;8
SBRF-3.10;0;20100304;111652;8224.00000;1
SBRF-3.10;0;20100304;111652;8225.00000;15
SBRF-3.10;0;20100304;111652;8225.00000;1
SBRF-3.10;0;20100304;111653;8225.00000;5
SBRF-3.10;0;20100304;111654;8225.00000;2
SBRF-3.10;0;20100304;111654;8226.00000;3
SBRF-3.10;0;20100304;111654;8226.00000;3
SBRF-3.10;0;20100304;111654;8227.00000;5
SBRF-3.10;0;20100304;111654;8227.00000;5
SBRF-3.10;0;20100304;111654;8228.00000;1
SBRF-3.10;0;20100304;111654;8228.00000;2
SBRF-3.10;0;20100304;111654;8228.00000;11
SBRF-3.10;0;20100304;111654;8229.00000;1
SBRF-3.10;0;20100304;111654;8229.00000;1
SBRF-3.10;0;20100304;111655;8229.00000;4
SBRF-3.10;0;20100304;111655;8229.00000;1
SBRF-3.10;0;20100304;111655;8228.00000;4
SBRF-3.10;0;20100304;111655;8229.00000;2
SBRF-3.10;0;20100304;111656;8226.00000;6
SBRF-3.10;0;20100304;111656;8226.00000;4
SBRF-3.10;0;20100304;111657;8227.00000;1
SBRF-3.10;0;20100304;111657;8229.00000;2
SBRF-3.10;0;20100304;111657;8229.00000;1
SBRF-3.10;0;20100304;111657;8229.00000;11
SBRF-3.10;0;20100304;111657;8229.00000;9
SBRF-3.10;0;20100304;111657;8229.00000;13
SBRF-3.10;0;20100304;111657;8229.00000;9
SBRF-3.10;0;20100304;111657;8229.00000;17
SBRF-3.10;0;20100304;111657;8230.00000;1
SBRF-3.10;0;20100304;111657;8230.00000;1
SBRF-3.10;0;20100304;111658;8230.00000;2
SBRF-3.10;0;20100304;111658;8230.00000;20
SBRF-3.10;0;20100304;111658;8230.00000;2
SBRF-3.10;0;20100304;111658;8229.00000;11
SBRF-3.10;0;20100304;111658;8230.00000;10
SBRF-3.10;0;20100304;111658;8230.00000;2
SBRF-3.10;0;20100304;111659;8230.00000;2
SBRF-3.10;0;20100304;111659;8229.00000;1
SBRF-3.10;0;20100304;111659;8230.00000;9
SBRF-3.10;0;20100304;111659;8229.00000;9
SBRF-3.10;0;20100304;111659;8227.00000;2
SBRF-3.10;0;20100304;111701;8229.00000;2
SBRF-3.10;0;20100304;111703;8229.00000;9
SBRF-3.10;0;20100304;111703;8228.00000;1
SBRF-3.10;0;20100304;111704;8228.00000;42
SBRF-3.10;0;20100304;111704;8227.00000;1
SBRF-3.10;0;20100304;111705;8227.00000;9
SBRF-3.10;0;20100304;111706;8226.00000;2
SBRF-3.10;0;20100304;111706;8225.00000;3
SBRF-3.10;0;20100304;111706;8225.00000;6
SBRF-3.10;0;20100304;111706;8226.00000;1
SBRF-3.10;0;20100304;111706;8225.00000;14
SBRF-3.10;0;20100304;111706;8225.00000;2
SBRF-3.10;0;20100304;111706;8225.00000;8
SBRF-3.10;0;20100304;111706;8225.00000;12
SBRF-3.10;0;20100304;111707;8225.00000;1
SBRF-3.10;0;20100304;111707;8225.00000;53
SBRF-3.10;0;20100304;111707;8228.00000;1
SBRF-3.10;0;20100304;111707;8228.00000;16
SBRF-3.10;0;20100304;111707;8228.00000;1
SBRF-3.10;0;20100304;111707;8228.00000;8
SBRF-3.10;0;20100304;111707;8229.00000;20
SBRF-3.10;0;20100304;111707;8229.00000;2
SBRF-3.10;0;20100304;111707;8229.00000;1
SBRF-3.10;0;20100304;111707;8229.00000;9
SBRF-3.10;0;20100304;111707;8229.00000;16
SBRF-3.10;0;20100304;111707;8229.00000;6
SBRF-3.10;0;20100304;111707;8230.00000;5
SBRF-3.10;0;20100304;111707;8230.00000;2
SBRF-3.10;0;20100304;111707;8230.00000;1
SBRF-3.10;0;20100304;111707;8230.00000;1
SBRF-3.10;0;20100304;111707;8230.00000;4
SBRF-3.10;0;20100304;111707;8230.00000;2
SBRF-3.10;0;20100304;111707;8230.00000;152
SBRF-3.10;0;20100304;111707;8230.00000;2
SBRF-3.10;0;20100304;111707;8230.00000;10
SBRF-3.10;0;20100304;111707;8231.00000;1
SBRF-3.10;0;20100304;111707;8231.00000;2
SBRF-3.10;0;20100304;111707;8231.00000;10
SBRF-3.10;0;20100304;111707;8231.00000;1
SBRF-3.10;0;20100304;111707;8231.00000;2
SBRF-3.10;0;20100304;111707;8231.00000;150
SBRF-3.10;0;20100304;111707;8232.00000;2
SBRF-3.10;0;20100304;111708;8231.00000;4
SBRF-3.10;0;20100304;111708;8231.00000;4
SBRF-3.10;0;20100304;111708;8232.00000;17
SBRF-3.10;0;20100304;111708;8232.00000;15
SBRF-3.10;0;20100304;111708;8233.00000;1
SBRF-3.10;0;20100304;111708;8233.00000;1
SBRF-3.10;0;20100304;111708;8233.00000;1
SBRF-3.10;0;20100304;111708;8232.00000;16
SBRF-3.10;0;20100304;111708;8232.00000;55
SBRF-3.10;0;20100304;111708;8233.00000;4
SBRF-3.10;0;20100304;111708;8233.00000;2
SBRF-3.10;0;20100304;111708;8233.00000;2
SBRF-3.10;0;20100304;111709;8234.00000;1
SBRF-3.10;0;20100304;111709;8232.00000;3
SBRF-3.10;0;20100304;111709;8232.00000;4
SBRF-3.10;0;20100304;111709;8234.00000;3
SBRF-3.10;0;20100304;111710;8232.00000;5
SBRF-3.10;0;20100304;111710;8233.00000;5
SBRF-3.10;0;20100304;111711;8230.00000;1
SBRF-3.10;0;20100304;111712;8230.00000;1
SBRF-3.10;0;20100304;111712;8232.00000;27
SBRF-3.10;0;20100304;111712;8233.00000;31
SBRF-3.10;0;20100304;111717;8231.00000;10
SBRF-3.10;0;20100304;111717;8232.00000;1
SBRF-3.10;0;20100304;111717;8233.00000;1
SBRF-3.10;0;20100304;111718;8233.00000;3
SBRF-3.10;0;20100304;111719;8234.00000;1
SBRF-3.10;0;20100304;111719;8234.00000;9
SBRF-3.10;0;20100304;111719;8233.00000;4
SBRF-3.10;0;20100304;111720;8233.00000;1
SBRF-3.10;0;20100304;111720;8233.00000;2
SBRF-3.10;0;20100304;111720;8233.00000;16
SBRF-3.10;0;20100304;111720;8233.00000;26
SBRF-3.10;0;20100304;111720;8233.00000;100
SBRF-3.10;0;20100304;111721;8233.00000;5
SBRF-3.10;0;20100304;111721;8233.00000;9
SBRF-3.10;0;20100304;111722;8233.00000;1
SBRF-3.10;0;20100304;111722;8233.00000;1
SBRF-3.10;0;20100304;111722;8234.00000;1
SBRF-3.10;0;20100304;111722;8235.00000;1
SBRF-3.10;0;20100304;111722;8235.00000;1
SBRF-3.10;0;20100304;111722;8235.00000;23
SBRF-3.10;0;20100304;111723;8235.00000;4
SBRF-3.10;0;20100304;111723;8235.00000;3
SBRF-3.10;0;20100304;111723;8235.00000;40
SBRF-3.10;0;20100304;111725;8236.00000;5
SBRF-3.10;0;20100304;111725;8236.00000;4
SBRF-3.10;0;20100304;111725;8236.00000;5
SBRF-3.10;0;20100304;111726;8236.00000;5
SBRF-3.10;0;20100304;111726;8236.00000;1
SBRF-3.10;0;20100304;111726;8237.00000;1
SBRF-3.10;0;20100304;111727;8237.00000;1
SBRF-3.10;0;20100304;111727;8237.00000;5
SBRF-3.10;0;20100304;111727;8237.00000;3
SBRF-3.10;0;20100304;111727;8238.00000;1
SBRF-3.10;0;20100304;111727;8238.00000;3
SBRF-3.10;0;20100304;111727;8238.00000;2
SBRF-3.10;0;20100304;111727;8237.00000;2
SBRF-3.10;0;20100304;111727;8237.00000;12
SBRF-3.10;0;20100304;111728;8237.00000;5
SBRF-3.10;0;20100304;111729;8237.00000;21
SBRF-3.10;0;20100304;111730;8237.00000;6
SBRF-3.10;0;20100304;111730;8236.00000;3
SBRF-3.10;0;20100304;111731;8236.00000;5
SBRF-3.10;0;20100304;111731;8236.00000;5
SBRF-3.10;0;20100304;111731;8237.00000;4
SBRF-3.10;0;20100304;111732;8237.00000;3
SBRF-3.10;0;20100304;111733;8237.00000;3
SBRF-3.10;0;20100304;111734;8238.00000;2
SBRF-3.10;0;20100304;111734;8239.00000;9
SBRF-3.10;0;20100304;111735;8237.00000;6
SBRF-3.10;0;20100304;111738;8238.00000;5
SBRF-3.10;0;20100304;111740;8237.00000;2
SBRF-3.10;0;20100304;111741;8237.00000;2
SBRF-3.10;0;20100304;111741;8237.00000;1
SBRF-3.10;0;20100304;111741;8237.00000;1
SBRF-3.10;0;20100304;111741;8237.00000;1
SBRF-3.10;0;20100304;111741;8238.00000;1
SBRF-3.10;0;20100304;111742;8238.00000;1
SBRF-3.10;0;20100304;111744;8238.00000;2
SBRF-3.10;0;20100304;111744;8237.00000;4
SBRF-3.10;0;20100304;111744;8237.00000;1
SBRF-3.10;0;20100304;111744;8237.00000;20
SBRF-3.10;0;20100304;111745;8236.00000;12
SBRF-3.10;0;20100304;111745;8237.00000;1
SBRF-3.10;0;20100304;111746;8237.00000;13
SBRF-3.10;0;20100304;111746;8237.00000;5
SBRF-3.10;0;20100304;111746;8237.00000;1
SBRF-3.10;0;20100304;111746;8237.00000;1
SBRF-3.10;0;20100304;111746;8236.00000;3
SBRF-3.10;0;20100304;111746;8236.00000;2
SBRF-3.10;0;20100304;111746;8236.00000;1
SBRF-3.10;0;20100304;111746;8235.00000;3
SBRF-3.10;0;20100304;111746;8237.00000;4
SBRF-3.10;0;20100304;111747;8235.00000;10
SBRF-3.10;0;20100304;111748;8237.00000;2
SBRF-3.10;0;20100304;111748;8238.00000;1
SBRF-3.10;0;20100304;111749;8237.00000;4
SBRF-3.10;0;20100304;111749;8237.00000;1
SBRF-3.10;0;20100304;111749;8237.00000;4
SBRF-3.10;0;20100304;111751;8238.00000;3
SBRF-3.10;0;20100304;111751;8239.00000;1
SBRF-3.10;0;20100304;111751;8239.00000;5
SBRF-3.10;0;20100304;111751;8239.00000;1
SBRF-3.10;0;20100304;111751;8239.00000;5
SBRF-3.10;0;20100304;111751;8239.00000;5
SBRF-3.10;0;20100304;111751;8239.00000;1
SBRF-3.10;0;20100304;111751;8239.00000;2
SBRF-3.10;0;20100304;111751;8240.00000;35
SBRF-3.10;0;20100304;111751;8240.00000;1
SBRF-3.10;0;20100304;111751;8240.00000;1
SBRF-3.10;0;20100304;111751;8240.00000;5
SBRF-3.10;0;20100304;111751;8240.00000;1
SBRF-3.10;0;20100304;111751;8240.00000;2
SBRF-3.10;0;20100304;111751;8240.00000;3
SBRF-3.10;0;20100304;111751;8240.00000;4
SBRF-3.10;0;20100304;111751;8240.00000;10
SBRF-3.10;0;20100304;111752;8240.00000;10
SBRF-3.10;0;20100304;111753;8240.00000;8
SBRF-3.10;0;20100304;111753;8240.00000;2
SBRF-3.10;0;20100304;111754;8241.00000;1
SBRF-3.10;0;20100304;111754;8241.00000;4
SBRF-3.10;0;20100304;111754;8241.00000;2
SBRF-3.10;0;20100304;111754;8241.00000;13
SBRF-3.10;0;20100304;111754;8240.00000;2
SBRF-3.10;0;20100304;111754;8238.00000;2
SBRF-3.10;0;20100304;111754;8238.00000;3
SBRF-3.10;0;20100304;111754;8238.00000;1
SBRF-3.10;0;20100304;111755;8242.00000;4
SBRF-3.10;0;20100304;111755;8242.00000;4
SBRF-3.10;0;20100304;111755;8242.00000;1
SBRF-3.10;0;20100304;111756;8242.00000;1
SBRF-3.10;0;20100304;111756;8241.00000;2
SBRF-3.10;0;20100304;111757;8242.00000;1
SBRF-3.10;0;20100304;111757;8242.00000;1
SBRF-3.10;0;20100304;111757;8241.00000;5
SBRF-3.10;0;20100304;111757;8240.00000;5
SBRF-3.10;0;20100304;111802;8240.00000;16
SBRF-3.10;0;20100304;111802;8240.00000;22
SBRF-3.10;0;20100304;111802;8240.00000;12
SBRF-3.10;0;20100304;111803;8241.00000;5
SBRF-3.10;0;20100304;111804;8242.00000;5
SBRF-3.10;0;20100304;111804;8243.00000;4
SBRF-3.10;0;20100304;111804;8243.00000;10
SBRF-3.10;0;20100304;111804;8244.00000;3
SBRF-3.10;0;20100304;111805;8242.00000;6
SBRF-3.10;0;20100304;111805;8243.00000;1
SBRF-3.10;0;20100304;111805;8244.00000;7
SBRF-3.10;0;20100304;111805;8244.00000;3
SBRF-3.10;0;20100304;111805;8243.00000;5
SBRF-3.10;0;20100304;111806;8243.00000;3
SBRF-3.10;0;20100304;111806;8243.00000;1
SBRF-3.10;0;20100304;111807;8243.00000;2
SBRF-3.10;0;20100304;111807;8243.00000;7
SBRF-3.10;0;20100304;111807;8242.00000;16
SBRF-3.10;0;20100304;111807;8242.00000;5
SBRF-3.10;0;20100304;111807;8242.00000;1
SBRF-3.10;0;20100304;111808;8244.00000;7
SBRF-3.10;0;20100304;111808;8244.00000;1
SBRF-3.10;0;20100304;111808;8244.00000;2
SBRF-3.10;0;20100304;111808;8244.00000;1
SBRF-3.10;0;20100304;111809;8243.00000;1
SBRF-3.10;0;20100304;111810;8243.00000;9
SBRF-3.10;0;20100304;111810;8243.00000;3
SBRF-3.10;0;20100304;111810;8243.00000;2
SBRF-3.10;0;20100304;111810;8242.00000;1
SBRF-3.10;0;20100304;111810;8241.00000;2
SBRF-3.10;0;20100304;111810;8241.00000;1
SBRF-3.10;0;20100304;111810;8240.00000;1
SBRF-3.10;0;20100304;111811;8243.00000;1
SBRF-3.10;0;20100304;111811;8243.00000;30
SBRF-3.10;0;20100304;111811;8243.00000;2
SBRF-3.10;0;20100304;111811;8244.00000;8
SBRF-3.10;0;20100304;111811;8244.00000;3
