<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
SBRF-3.10;0;20100304;132538;8300.00000;4
SBRF-3.10;0;20100304;132538;8300.00000;1
SBRF-3.10;0;20100304;132538;8300.00000;15
SBRF-3.10;0;20100304;132538;8300.00000;1
SBRF-3.10;0;20100304;132538;8300.00000;3
SBRF-3.10;0;20100304;132538;8300.00000;2
SBRF-3.10;0;20100304;132538;8300.00000;5
SBRF-3.10;0;20100304;132538;8300.00000;1
SBRF-3.10;0;20100304;132538;8300.00000;5
SBRF-3.10;0;20100304;132538;8300.00000;2
SBRF-3.10;0;20100304;132538;8300.00000;20
SBRF-3.10;0;20100304;132538;8300.00000;12
SBRF-3.10;0;20100304;132538;8300.00000;17
SBRF-3.10;0;20100304;132538;8300.00000;3
SBRF-3.10;0;20100304;132538;8300.00000;3
SBRF-3.10;0;20100304;132538;8300.00000;3
SBRF-3.10;0;20100304;132538;8300.00000;10
SBRF-3.10;0;20100304;132538;8300.00000;5
SBRF-3.10;0;20100304;132538;8300.00000;1
SBRF-3.10;0;20100304;132538;8300.00000;1
SBRF-3.10;0;20100304;132538;8300.00000;1
SBRF-3.10;0;20100304;132538;8300.00000;10
SBRF-3.10;0;20100304;132538;8301.00000;1
SBRF-3.10;0;20100304;132538;8303.00000;1
SBRF-3.10;0;20100304;132538;8303.00000;1
SBRF-3.10;0;20100304;132538;8301.00000;1
SBRF-3.10;0;20100304;132539;8303.00000;15
SBRF-3.10;0;20100304;132539;8303.00000;2
SBRF-3.10;0;20100304;132539;8303.00000;11
SBRF-3.10;0;20100304;132539;8302.00000;1
SBRF-3.10;0;20100304;132539;8301.00000;8
SBRF-3.10;0;20100304;132539;8301.00000;12
SBRF-3.10;0;20100304;132539;8302.00000;1
SBRF-3.10;0;20100304;132539;8301.00000;5
SBRF-3.10;0;20100304;132539;8303.00000;21
SBRF-3.10;0;20100304;132539;8303.00000;26
SBRF-3.10;0;20100304;132540;8303.00000;7
SBRF-3.10;0;20100304;132540;8304.00000;1
SBRF-3.10;0;20100304;132540;8304.00000;1
SBRF-3.10;0;20100304;132540;8304.00000;7
SBRF-3.10;0;20100304;132540;8304.00000;3
SBRF-3.10;0;20100304;132540;8304.00000;1
SBRF-3.10;0;20100304;132541;8301.00000;8
SBRF-3.10;0;20100304;132541;8301.00000;1
SBRF-3.10;0;20100304;132541;8304.00000;11
SBRF-3.10;0;20100304;132541;8305.00000;1
SBRF-3.10;0;20100304;132541;8301.00000;3
SBRF-3.10;0;20100304;132542;8301.00000;5
SBRF-3.10;0;20100304;132542;8304.00000;30
SBRF-3.10;0;20100304;132542;8305.00000;1
SBRF-3.10;0;20100304;132542;8305.00000;5
SBRF-3.10;0;20100304;132542;8305.00000;2
SBRF-3.10;0;20100304;132542;8305.00000;6
SBRF-3.10;0;20100304;132542;8306.00000;10
SBRF-3.10;0;20100304;132543;8302.00000;1
SBRF-3.10;0;20100304;132543;8302.00000;1
SBRF-3.10;0;20100304;132543;8305.00000;5
SBRF-3.10;0;20100304;132543;8306.00000;30
SBRF-3.10;0;20100304;132543;8306.00000;4
SBRF-3.10;0;20100304;132543;8307.00000;1
SBRF-3.10;0;20100304;132543;8307.00000;2
SBRF-3.10;0;20100304;132544;8303.00000;2
SBRF-3.10;0;20100304;132544;8307.00000;1
SBRF-3.10;0;20100304;132544;8303.00000;4
SBRF-3.10;0;20100304;132545;8303.00000;3
SBRF-3.10;0;20100304;132545;8307.00000;2
SBRF-3.10;0;20100304;132545;8307.00000;10
SBRF-3.10;0;20100304;132545;8307.00000;1
SBRF-3.10;0;20100304;132545;8307.00000;4
SBRF-3.10;0;20100304;132545;8308.00000;3
SBRF-3.10;0;20100304;132545;8308.00000;3
SBRF-3.10;0;20100304;132545;8308.00000;1
SBRF-3.10;0;20100304;132545;8308.00000;2
SBRF-3.10;0;20100304;132547;8303.00000;1
SBRF-3.10;0;20100304;132547;8303.00000;6
SBRF-3.10;0;20100304;132547;8303.00000;3
SBRF-3.10;0;20100304;132547;8302.00000;12
SBRF-3.10;0;20100304;132547;8302.00000;4
SBRF-3.10;0;20100304;132548;8305.00000;4
SBRF-3.10;0;20100304;132548;8306.00000;3
SBRF-3.10;0;20100304;132548;8303.00000;3
SBRF-3.10;0;20100304;132548;8302.00000;8
SBRF-3.10;0;20100304;132548;8302.00000;5
SBRF-3.10;0;20100304;132548;8301.00000;11
SBRF-3.10;0;20100304;132548;8301.00000;167
SBRF-3.10;0;20100304;132548;8301.00000;33
SBRF-3.10;0;20100304;132549;8301.00000;1
SBRF-3.10;0;20100304;132549;8301.00000;16
SBRF-3.10;0;20100304;132549;8301.00000;1
SBRF-3.10;0;20100304;132549;8303.00000;10
SBRF-3.10;0;20100304;132549;8300.00000;50
SBRF-3.10;0;20100304;132549;8300.00000;4
SBRF-3.10;0;20100304;132549;8300.00000;2
SBRF-3.10;0;20100304;132549;8300.00000;10
SBRF-3.10;0;20100304;132550;8300.00000;23
SBRF-3.10;0;20100304;132550;8301.00000;1
SBRF-3.10;0;20100304;132550;8302.00000;6
SBRF-3.10;0;20100304;132550;8303.00000;4
SBRF-3.10;0;20100304;132550;8301.00000;154
SBRF-3.10;0;20100304;132551;8300.00000;2
SBRF-3.10;0;20100304;132553;8299.00000;5
SBRF-3.10;0;20100304;132553;8299.00000;3
SBRF-3.10;0;20100304;132554;8298.00000;2
SBRF-3.10;0;20100304;132554;8298.00000;1
SBRF-3.10;0;20100304;132556;8298.00000;12
SBRF-3.10;0;20100304;132556;8298.00000;1
SBRF-3.10;0;20100304;132556;8298.00000;2
SBRF-3.10;0;20100304;132557;8297.00000;26
SBRF-3.10;0;20100304;132558;8298.00000;12
SBRF-3.10;0;20100304;132558;8298.00000;7
SBRF-3.10;0;20100304;132558;8298.00000;1
SBRF-3.10;0;20100304;132558;8296.00000;1
SBRF-3.10;0;20100304;132600;8296.00000;4
SBRF-3.10;0;20100304;132601;8299.00000;11
SBRF-3.10;0;20100304;132601;8300.00000;2
SBRF-3.10;0;20100304;132602;8300.00000;1
SBRF-3.10;0;20100304;132602;8297.00000;1
SBRF-3.10;0;20100304;132605;8298.00000;1
SBRF-3.10;0;20100304;132605;8299.00000;3
SBRF-3.10;0;20100304;132611;8299.00000;1
SBRF-3.10;0;20100304;132612;8299.00000;5
SBRF-3.10;0;20100304;132612;8297.00000;1
SBRF-3.10;0;20100304;132612;8296.00000;2
SBRF-3.10;0;20100304;132616;8298.00000;1
SBRF-3.10;0;20100304;132616;8297.00000;1
SBRF-3.10;0;20100304;132616;8296.00000;14
SBRF-3.10;0;20100304;132616;8295.00000;24
SBRF-3.10;0;20100304;132616;8295.00000;60
SBRF-3.10;0;20100304;132619;8297.00000;5
SBRF-3.10;0;20100304;132619;8295.00000;40
SBRF-3.10;0;20100304;132623;8297.00000;1
SBRF-3.10;0;20100304;132624;8299.00000;1
SBRF-3.10;0;20100304;132624;8299.00000;4
SBRF-3.10;0;20100304;132624;8300.00000;2
SBRF-3.10;0;20100304;132624;8300.00000;1
SBRF-3.10;0;20100304;132624;8300.00000;9
SBRF-3.10;0;20100304;132624;8300.00000;1
SBRF-3.10;0;20100304;132624;8300.00000;8
SBRF-3.10;0;20100304;132624;8300.00000;1
SBRF-3.10;0;20100304;132629;8302.00000;1
SBRF-3.10;0;20100304;132629;8301.00000;25
SBRF-3.10;0;20100304;132629;8304.00000;3
SBRF-3.10;0;20100304;132634;8305.00000;8
SBRF-3.10;0;20100304;132636;8305.00000;1
SBRF-3.10;0;20100304;132637;8307.00000;1
SBRF-3.10;0;20100304;132637;8307.00000;1
SBRF-3.10;0;20100304;132638;8306.00000;10
SBRF-3.10;0;20100304;132638;8307.00000;9
SBRF-3.10;0;20100304;132638;8307.00000;17
SBRF-3.10;0;20100304;132639;8307.00000;39
SBRF-3.10;0;20100304;132639;8307.00000;7
SBRF-3.10;0;20100304;132640;8305.00000;1
SBRF-3.10;0;20100304;132640;8305.00000;1
SBRF-3.10;0;20100304;132640;8307.00000;1
SBRF-3.10;0;20100304;132640;8307.00000;1
SBRF-3.10;0;20100304;132643;8306.00000;1
SBRF-3.10;0;20100304;132643;8307.00000;52
SBRF-3.10;0;20100304;132643;8307.00000;2
SBRF-3.10;0;20100304;132643;8308.00000;2
SBRF-3.10;0;20100304;132643;8308.00000;10
SBRF-3.10;0;20100304;132643;8309.00000;1
SBRF-3.10;0;20100304;132643;8309.00000;2
SBRF-3.10;0;20100304;132643;8309.00000;5
SBRF-3.10;0;20100304;132643;8309.00000;22
SBRF-3.10;0;20100304;132643;8309.00000;18
SBRF-3.10;0;20100304;132643;8309.00000;10
SBRF-3.10;0;20100304;132643;8309.00000;1
SBRF-3.10;0;20100304;132643;8308.00000;4
SBRF-3.10;0;20100304;132643;8310.00000;3
SBRF-3.10;0;20100304;132643;8310.00000;1
SBRF-3.10;0;20100304;132643;8310.00000;1
SBRF-3.10;0;20100304;132643;8310.00000;1
SBRF-3.10;0;20100304;132643;8310.00000;3
SBRF-3.10;0;20100304;132643;8310.00000;5
SBRF-3.10;0;20100304;132643;8310.00000;6
SBRF-3.10;0;20100304;132644;8311.00000;1
SBRF-3.10;0;20100304;132644;8312.00000;11
SBRF-3.10;0;20100304;132644;8312.00000;2
SBRF-3.10;0;20100304;132644;8312.00000;10
SBRF-3.10;0;20100304;132644;8313.00000;2
SBRF-3.10;0;20100304;132644;8313.00000;1
SBRF-3.10;0;20100304;132645;8314.00000;1
SBRF-3.10;0;20100304;132645;8314.00000;34
SBRF-3.10;0;20100304;132645;8314.00000;4
SBRF-3.10;0;20100304;132645;8315.00000;1
SBRF-3.10;0;20100304;132645;8315.00000;1
SBRF-3.10;0;20100304;132645;8315.00000;20
SBRF-3.10;0;20100304;132645;8315.00000;7
SBRF-3.10;0;20100304;132645;8313.00000;2
SBRF-3.10;0;20100304;132645;8315.00000;2
SBRF-3.10;0;20100304;132645;8315.00000;2
SBRF-3.10;0;20100304;132645;8313.00000;5
SBRF-3.10;0;20100304;132645;8315.00000;1
SBRF-3.10;0;20100304;132645;8315.00000;18
SBRF-3.10;0;20100304;132645;8315.00000;1
SBRF-3.10;0;20100304;132645;8315.00000;2
SBRF-3.10;0;20100304;132645;8316.00000;1
SBRF-3.10;0;20100304;132646;8314.00000;1
SBRF-3.10;0;20100304;132646;8316.00000;4
SBRF-3.10;0;20100304;132646;8315.00000;16
SBRF-3.10;0;20100304;132646;8314.00000;16
SBRF-3.10;0;20100304;132646;8316.00000;9
SBRF-3.10;0;20100304;132646;8316.00000;10
SBRF-3.10;0;20100304;132646;8317.00000;1
SBRF-3.10;0;20100304;132646;8317.00000;31
SBRF-3.10;0;20100304;132647;8314.00000;5
SBRF-3.10;0;20100304;132647;8316.00000;1
SBRF-3.10;0;20100304;132647;8316.00000;3
SBRF-3.10;0;20100304;132647;8316.00000;11
SBRF-3.10;0;20100304;132647;8316.00000;4
SBRF-3.10;0;20100304;132647;8317.00000;28
SBRF-3.10;0;20100304;132647;8316.00000;17
SBRF-3.10;0;20100304;132647;8316.00000;5
SBRF-3.10;0;20100304;132647;8317.00000;278
SBRF-3.10;0;20100304;132647;8315.00000;1
SBRF-3.10;0;20100304;132648;8317.00000;63
SBRF-3.10;0;20100304;132648;8317.00000;1
SBRF-3.10;0;20100304;132648;8317.00000;13
SBRF-3.10;0;20100304;132648;8317.00000;4
SBRF-3.10;0;20100304;132648;8317.00000;1
SBRF-3.10;0;20100304;132648;8318.00000;3
SBRF-3.10;0;20100304;132648;8319.00000;12
SBRF-3.10;0;20100304;132648;8319.00000;4
SBRF-3.10;0;20100304;132648;8320.00000;2
SBRF-3.10;0;20100304;132648;8320.00000;1
SBRF-3.10;0;20100304;132648;8320.00000;1
SBRF-3.10;0;20100304;132648;8320.00000;40
SBRF-3.10;0;20100304;132648;8320.00000;2
SBRF-3.10;0;20100304;132648;8320.00000;3
SBRF-3.10;0;20100304;132648;8315.00000;1
SBRF-3.10;0;20100304;132648;8315.00000;2
SBRF-3.10;0;20100304;132648;8316.00000;1
SBRF-3.10;0;20100304;132648;8320.00000;1
SBRF-3.10;0;20100304;132649;8320.00000;6
SBRF-3.10;0;20100304;132649;8320.00000;2
SBRF-3.10;0;20100304;132649;8320.00000;1
SBRF-3.10;0;20100304;132649;8320.00000;291
SBRF-3.10;0;20100304;132650;8321.00000;3
SBRF-3.10;0;20100304;132650;8319.00000;4
SBRF-3.10;0;20100304;132650;8319.00000;2
SBRF-3.10;0;20100304;132650;8317.00000;4
SBRF-3.10;0;20100304;132650;8317.00000;6
SBRF-3.10;0;20100304;132650;8317.00000;1
SBRF-3.10;0;20100304;132651;8318.00000;3
SBRF-3.10;0;20100304;132651;8317.00000;4
SBRF-3.10;0;20100304;132651;8317.00000;9
SBRF-3.10;0;20100304;132651;8320.00000;5
SBRF-3.10;0;20100304;132651;8321.00000;1
SBRF-3.10;0;20100304;132651;8321.00000;1
SBRF-3.10;0;20100304;132651;8321.00000;2
SBRF-3.10;0;20100304;132651;8321.00000;4
SBRF-3.10;0;20100304;132651;8322.00000;8
SBRF-3.10;0;20100304;132651;8322.00000;270
SBRF-3.10;0;20100304;132652;8320.00000;3
SBRF-3.10;0;20100304;132652;8321.00000;21
SBRF-3.10;0;20100304;132653;8318.00000;4
SBRF-3.10;0;20100304;132653;8317.00000;4
SBRF-3.10;0;20100304;132653;8321.00000;54
SBRF-3.10;0;20100304;132653;8322.00000;4
SBRF-3.10;0;20100304;132653;8323.00000;22
SBRF-3.10;0;20100304;132653;8317.00000;1
SBRF-3.10;0;20100304;132653;8318.00000;3
SBRF-3.10;0;20100304;132653;8317.00000;8
SBRF-3.10;0;20100304;132653;8318.00000;4
SBRF-3.10;0;20100304;132653;8317.00000;14
SBRF-3.10;0;20100304;132654;8323.00000;1
SBRF-3.10;0;20100304;132654;8323.00000;1
SBRF-3.10;0;20100304;132654;8318.00000;10
SBRF-3.10;0;20100304;132654;8317.00000;8
SBRF-3.10;0;20100304;132654;8322.00000;1
SBRF-3.10;0;20100304;132654;8320.00000;16
SBRF-3.10;0;20100304;132654;8321.00000;16
SBRF-3.10;0;20100304;132654;8321.00000;4
SBRF-3.10;0;20100304;132655;8321.00000;20
SBRF-3.10;0;20100304;132655;8322.00000;10
SBRF-3.10;0;20100304;132655;8323.00000;2
SBRF-3.10;0;20100304;132655;8323.00000;4
SBRF-3.10;0;20100304;132655;8323.00000;10
SBRF-3.10;0;20100304;132655;8323.00000;3
SBRF-3.10;0;20100304;132655;8323.00000;4
SBRF-3.10;0;20100304;132655;8323.00000;4
SBRF-3.10;0;20100304;132656;8322.00000;1
SBRF-3.10;0;20100304;132656;8322.00000;1
SBRF-3.10;0;20100304;132657;8323.00000;3
SBRF-3.10;0;20100304;132657;8322.00000;1
SBRF-3.10;0;20100304;132657;8322.00000;5
SBRF-3.10;0;20100304;132657;8322.00000;64
SBRF-3.10;0;20100304;132657;8322.00000;6
SBRF-3.10;0;20100304;132657;8321.00000;10
SBRF-3.10;0;20100304;132657;8321.00000;216
SBRF-3.10;0;20100304;132657;8321.00000;24
SBRF-3.10;0;20100304;132657;8321.00000;5
SBRF-3.10;0;20100304;132657;8321.00000;1
SBRF-3.10;0;20100304;132657;8322.00000;1
SBRF-3.10;0;20100304;132658;8322.00000;1
SBRF-3.10;0;20100304;132658;8322.00000;14
SBRF-3.10;0;20100304;132658;8320.00000;10
SBRF-3.10;0;20100304;132658;8322.00000;5
SBRF-3.10;0;20100304;132658;8320.00000;74
SBRF-3.10;0;20100304;132658;8320.00000;31
SBRF-3.10;0;20100304;132658;8320.00000;20
SBRF-3.10;0;20100304;132658;8320.00000;1
SBRF-3.10;0;20100304;132658;8321.00000;50
SBRF-3.10;0;20100304;132659;8320.00000;6
SBRF-3.10;0;20100304;132700;8320.00000;1
SBRF-3.10;0;20100304;132701;8321.00000;29
SBRF-3.10;0;20100304;132701;8321.00000;2
SBRF-3.10;0;20100304;132701;8322.00000;2
SBRF-3.10;0;20100304;132701;8320.00000;1
SBRF-3.10;0;20100304;132701;8322.00000;4
SBRF-3.10;0;20100304;132702;8320.00000;40
SBRF-3.10;0;20100304;132702;8320.00000;10
SBRF-3.10;0;20100304;132702;8320.00000;1
SBRF-3.10;0;20100304;132702;8320.00000;10
SBRF-3.10;0;20100304;132703;8320.00000;1
SBRF-3.10;0;20100304;132703;8320.00000;1
SBRF-3.10;0;20100304;132703;8320.00000;16
SBRF-3.10;0;20100304;132703;8320.00000;29
SBRF-3.10;0;20100304;132704;8320.00000;1
SBRF-3.10;0;20100304;132704;8320.00000;8
SBRF-3.10;0;20100304;132704;8320.00000;1
SBRF-3.10;0;20100304;132705;8320.00000;5
SBRF-3.10;0;20100304;132705;8322.00000;8
SBRF-3.10;0;20100304;132705;8322.00000;2
SBRF-3.10;0;20100304;132705;8323.00000;1
SBRF-3.10;0;20100304;132705;8323.00000;14
SBRF-3.10;0;20100304;132705;8324.00000;1
SBRF-3.10;0;20100304;132705;8324.00000;5
SBRF-3.10;0;20100304;132705;8324.00000;5
SBRF-3.10;0;20100304;132705;8324.00000;1
SBRF-3.10;0;20100304;132705;8325.00000;2
SBRF-3.10;0;20100304;132705;8325.00000;1
SBRF-3.10;0;20100304;132705;8325.00000;8
SBRF-3.10;0;20100304;132705;8325.00000;15
SBRF-3.10;0;20100304;132705;8325.00000;1
SBRF-3.10;0;20100304;132705;8325.00000;5
SBRF-3.10;0;20100304;132705;8325.00000;50
SBRF-3.10;0;20100304;132705;8325.00000;2
SBRF-3.10;0;20100304;132705;8325.00000;14
SBRF-3.10;0;20100304;132705;8325.00000;9
SBRF-3.10;0;20100304;132705;8325.00000;1
SBRF-3.10;0;20100304;132705;8325.00000;8
SBRF-3.10;0;20100304;132705;8325.00000;8
SBRF-3.10;0;20100304;132705;8325.00000;6
SBRF-3.10;0;20100304;132705;8325.00000;17
SBRF-3.10;0;20100304;132705;8325.00000;109
SBRF-3.10;0;20100304;132705;8325.00000;18
SBRF-3.10;0;20100304;132705;8325.00000;139
SBRF-3.10;0;20100304;132705;8320.00000;17
SBRF-3.10;0;20100304;132705;8320.00000;1
SBRF-3.10;0;20100304;132706;8320.00000;10
SBRF-3.10;0;20100304;132706;8321.00000;1
SBRF-3.10;0;20100304;132706;8321.00000;2
SBRF-3.10;0;20100304;132706;8321.00000;7
SBRF-3.10;0;20100304;132706;8321.00000;1
SBRF-3.10;0;20100304;132707;8321.00000;2
SBRF-3.10;0;20100304;132708;8322.00000;5
SBRF-3.10;0;20100304;132708;8321.00000;1
SBRF-3.10;0;20100304;132708;8322.00000;2
SBRF-3.10;0;20100304;132709;8322.00000;13
SBRF-3.10;0;20100304;132709;8320.00000;1
SBRF-3.10;0;20100304;132709;8320.00000;1
SBRF-3.10;0;20100304;132710;8320.00000;24
SBRF-3.10;0;20100304;132710;8320.00000;8
SBRF-3.10;0;20100304;132710;8325.00000;2
SBRF-3.10;0;20100304;132711;8324.00000;5
SBRF-3.10;0;20100304;132711;8324.00000;5
SBRF-3.10;0;20100304;132713;8322.00000;19
SBRF-3.10;0;20100304;132713;8321.00000;5
SBRF-3.10;0;20100304;132713;8321.00000;2
SBRF-3.10;0;20100304;132713;8321.00000;9
SBRF-3.10;0;20100304;132713;8320.00000;73
SBRF-3.10;0;20100304;132714;8320.00000;30
SBRF-3.10;0;20100304;132714;8320.00000;10
SBRF-3.10;0;20100304;132717;8321.00000;250
SBRF-3.10;0;20100304;132717;8320.00000;250
SBRF-3.10;0;20100304;132717;8320.00000;12
SBRF-3.10;0;20100304;132717;8323.00000;1
SBRF-3.10;0;20100304;132717;8324.00000;4
SBRF-3.10;0;20100304;132718;8323.00000;4
SBRF-3.10;0;20100304;132718;8321.00000;7
SBRF-3.10;0;20100304;132718;8321.00000;5
SBRF-3.10;0;20100304;132718;8321.00000;1
SBRF-3.10;0;20100304;132718;8321.00000;4
SBRF-3.10;0;20100304;132718;8321.00000;4
SBRF-3.10;0;20100304;132719;8324.00000;4
SBRF-3.10;0;20100304;132719;8321.00000;4
SBRF-3.10;0;20100304;132719;8321.00000;53
SBRF-3.10;0;20100304;132719;8321.00000;4
SBRF-3.10;0;20100304;132720;8321.00000;2
SBRF-3.10;0;20100304;132720;8320.00000;3
SBRF-3.10;0;20100304;132721;8320.00000;2
SBRF-3.10;0;20100304;132721;8320.00000;9
SBRF-3.10;0;20100304;132721;8320.00000;10
SBRF-3.10;0;20100304;132721;8323.00000;1
SBRF-3.10;0;20100304;132722;8323.00000;1
SBRF-3.10;0;20100304;132722;8323.00000;20
SBRF-3.10;0;20100304;132722;8323.00000;78
SBRF-3.10;0;20100304;132723;8320.00000;368
SBRF-3.10;0;20100304;132723;8320.00000;1
SBRF-3.10;0;20100304;132723;8320.00000;15
SBRF-3.10;0;20100304;132723;8320.00000;1
SBRF-3.10;0;20100304;132723;8320.00000;300
SBRF-3.10;0;20100304;132723;8319.00000;3
SBRF-3.10;0;20100304;132723;8320.00000;6
SBRF-3.10;0;20100304;132725;8319.00000;3
SBRF-3.10;0;20100304;132727;8319.00000;2
SBRF-3.10;0;20100304;132727;8319.00000;2
SBRF-3.10;0;20100304;132727;8319.00000;13
SBRF-3.10;0;20100304;132727;8319.00000;3
SBRF-3.10;0;20100304;132727;8318.00000;14
SBRF-3.10;0;20100304;132727;8318.00000;13
SBRF-3.10;0;20100304;132729;8318.00000;1
SBRF-3.10;0;20100304;132730;8318.00000;15
SBRF-3.10;0;20100304;132730;8318.00000;20
SBRF-3.10;0;20100304;132730;8319.00000;1
SBRF-3.10;0;20100304;132731;8319.00000;1
SBRF-3.10;0;20100304;132731;8319.00000;1
SBRF-3.10;0;20100304;132731;8318.00000;1
SBRF-3.10;0;20100304;132733;8318.00000;3
SBRF-3.10;0;20100304;132733;8318.00000;1
SBRF-3.10;0;20100304;132733;8319.00000;1
SBRF-3.10;0;20100304;132734;8318.00000;3
SBRF-3.10;0;20100304;132734;8318.00000;4
SBRF-3.10;0;20100304;132734;8318.00000;2
SBRF-3.10;0;20100304;132735;8318.00000;12
SBRF-3.10;0;20100304;132736;8318.00000;120
SBRF-3.10;0;20100304;132736;8318.00000;16
SBRF-3.10;0;20100304;132736;8318.00000;5
SBRF-3.10;0;20100304;132737;8319.00000;8
SBRF-3.10;0;20100304;132737;8319.00000;2
SBRF-3.10;0;20100304;132737;8318.00000;1
SBRF-3.10;0;20100304;132738;8318.00000;2
SBRF-3.10;0;20100304;132738;8318.00000;15
SBRF-3.10;0;20100304;132739;8319.00000;3
SBRF-3.10;0;20100304;132739;8319.00000;1
SBRF-3.10;0;20100304;132739;8319.00000;8
SBRF-3.10;0;20100304;132741;8318.00000;1
SBRF-3.10;0;20100304;132741;8318.00000;1
SBRF-3.10;0;20100304;132741;8318.00000;15
SBRF-3.10;0;20100304;132742;8318.00000;1
SBRF-3.10;0;20100304;132742;8319.00000;1
SBRF-3.10;0;20100304;132743;8318.00000;20
SBRF-3.10;0;20100304;132744;8318.00000;16
SBRF-3.10;0;20100304;132744;8318.00000;5
SBRF-3.10;0;20100304;132744;8318.00000;1
SBRF-3.10;0;20100304;132745;8318.00000;6
SBRF-3.10;0;20100304;132745;8318.00000;1
SBRF-3.10;0;20100304;132746;8317.00000;300
SBRF-3.10;0;20100304;132746;8319.00000;2
SBRF-3.10;0;20100304;132747;8319.00000;8
SBRF-3.10;0;20100304;132747;8317.00000;192
SBRF-3.10;0;20100304;132747;8317.00000;4
SBRF-3.10;0;20100304;132748;8318.00000;17
SBRF-3.10;0;20100304;132749;8318.00000;4
SBRF-3.10;0;20100304;132750;8317.00000;2
SBRF-3.10;0;20100304;132751;8318.00000;4
SBRF-3.10;0;20100304;132751;8319.00000;1
SBRF-3.10;0;20100304;132751;8319.00000;10
SBRF-3.10;0;20100304;132751;8320.00000;45
SBRF-3.10;0;20100304;132755;8317.00000;2
SBRF-3.10;0;20100304;132755;8317.00000;5
SBRF-3.10;0;20100304;132755;8318.00000;9
SBRF-3.10;0;20100304;132755;8319.00000;19
SBRF-3.10;0;20100304;132755;8319.00000;5
SBRF-3.10;0;20100304;132755;8319.00000;5
SBRF-3.10;0;20100304;132755;8320.00000;174
SBRF-3.10;0;20100304;132755;8320.00000;1
SBRF-3.10;0;20100304;132755;8320.00000;4
SBRF-3.10;0;20100304;132755;8320.00000;1
SBRF-3.10;0;20100304;132755;8320.00000;25
SBRF-3.10;0;20100304;132755;8320.00000;5
SBRF-3.10;0;20100304;132755;8320.00000;1
SBRF-3.10;0;20100304;132755;8321.00000;300
SBRF-3.10;0;20100304;132755;8321.00000;1
SBRF-3.10;0;20100304;132755;8322.00000;2
SBRF-3.10;0;20100304;132755;8322.00000;1
SBRF-3.10;0;20100304;132755;8322.00000;147
SBRF-3.10;0;20100304;132756;8317.00000;3
SBRF-3.10;0;20100304;132756;8317.00000;1
SBRF-3.10;0;20100304;132756;8321.00000;1
SBRF-3.10;0;20100304;132757;8317.00000;2
SBRF-3.10;0;20100304;132757;8317.00000;3
SBRF-3.10;0;20100304;132800;8319.00000;1
SBRF-3.10;0;20100304;132801;8319.00000;5
SBRF-3.10;0;20100304;132801;8318.00000;15
SBRF-3.10;0;20100304;132802;8320.00000;1
SBRF-3.10;0;20100304;132806;8317.00000;3
SBRF-3.10;0;20100304;132809;8318.00000;8
SBRF-3.10;0;20100304;132809;8318.00000;17
SBRF-3.10;0;20100304;132810;8317.00000;2
SBRF-3.10;0;20100304;132810;8317.00000;2
SBRF-3.10;0;20100304;132810;8318.00000;1
SBRF-3.10;0;20100304;132810;8319.00000;9
SBRF-3.10;0;20100304;132813;8318.00000;10
SBRF-3.10;0;20100304;132815;8317.00000;10
SBRF-3.10;0;20100304;132824;8318.00000;28
SBRF-3.10;0;20100304;132825;8319.00000;2
SBRF-3.10;0;20100304;132833;8318.00000;40
SBRF-3.10;0;20100304;132833;8318.00000;8
SBRF-3.10;0;20100304;132835;8318.00000;2
SBRF-3.10;0;20100304;132835;8317.00000;8
SBRF-3.10;0;20100304;132837;8317.00000;11
SBRF-3.10;0;20100304;132837;8316.00000;20
SBRF-3.10;0;20100304;132837;8316.00000;300
SBRF-3.10;0;20100304;132837;8315.00000;150
SBRF-3.10;0;20100304;132837;8315.00000;16
SBRF-3.10;0;20100304;132838;8314.00000;3
SBRF-3.10;0;20100304;132841;8314.00000;1
SBRF-3.10;0;20100304;132841;8314.00000;2
SBRF-3.10;0;20100304;132842;8314.00000;8
SBRF-3.10;0;20100304;132842;8315.00000;8
SBRF-3.10;0;20100304;132843;8314.00000;1
SBRF-3.10;0;20100304;132843;8314.00000;8
SBRF-3.10;0;20100304;132843;8314.00000;2
SBRF-3.10;0;20100304;132843;8315.00000;14
SBRF-3.10;0;20100304;132844;8315.00000;10
SBRF-3.10;0;20100304;132845;8315.00000;1
SBRF-3.10;0;20100304;132845;8314.00000;2
SBRF-3.10;0;20100304;132845;8313.00000;1
SBRF-3.10;0;20100304;132846;8313.00000;1
SBRF-3.10;0;20100304;132846;8312.00000;3
SBRF-3.10;0;20100304;132846;8314.00000;2
SBRF-3.10;0;20100304;132846;8315.00000;78
SBRF-3.10;0;20100304;132846;8315.00000;30
SBRF-3.10;0;20100304;132848;8313.00000;1
SBRF-3.10;0;20100304;132849;8313.00000;4
SBRF-3.10;0;20100304;132849;8313.00000;6
SBRF-3.10;0;20100304;132849;8313.00000;10
SBRF-3.10;0;20100304;132849;8313.00000;90
SBRF-3.10;0;20100304;132849;8315.00000;89
SBRF-3.10;0;20100304;132852;8313.00000;3
SBRF-3.10;0;20100304;132852;8312.00000;2
SBRF-3.10;0;20100304;132852;8312.00000;1
SBRF-3.10;0;20100304;132852;8312.00000;2
SBRF-3.10;0;20100304;132852;8312.00000;17
SBRF-3.10;0;20100304;132852;8315.00000;2
